N,P,entropy,r,rsquared,cycles,heap sort time,heap sort freq,insertion sort time,insertion sort freq,merge sort time,merge sort freq,selection sort time,selection sort freq,smooth sort time,smooth sort freq,tim sort time,tim sort freq
5000, -0.800000, 7.873015, -0.192372, 0.037007, 10, 6.10, 71748, 273.00, 7092257, 8.80, 140036, 121.00, 12502499, 8.30, 140056, 7.60, 114384
5000, -0.800000, 7.877419, -0.171184, 0.029304, 10, 5.70, 71864, 271.50, 7009924, 8.90, 140036, 118.90, 12502499, 8.20, 140233, 7.60, 114722
5000, -0.800000, 7.862284, -0.175959, 0.030961, 10, 6.30, 71715, 270.60, 7039754, 8.60, 140036, 120.30, 12502499, 8.00, 139782, 7.60, 114961
5000, -0.800000, 7.880279, -0.168810, 0.028497, 10, 6.70, 71769, 268.50, 6994232, 9.10, 140036, 121.30, 12502499, 8.20, 139970, 7.40, 114517
5000, -0.800000, 7.892143, -0.157427, 0.024783, 10, 5.60, 71785, 265.50, 6946369, 8.60, 140036, 123.80, 12502499, 8.20, 139975, 7.30, 114668
5000, -0.800000, 7.895631, -0.147489, 0.021753, 10, 6.00, 71811, 264.70, 6905011, 8.80, 140036, 119.50, 12502499, 8.20, 139950, 7.90, 114642
5000, -1.000000, 7.940361, 0.015720, 0.000247, 10, 6.30, 72133, 235.40, 6187691, 8.80, 140036, 120.50, 12502499, 8.40, 139279, 7.40, 114309
5000, -1.000000, 7.955082, 0.004122, 0.000017, 10, 6.20, 72119, 238.20, 6235669, 9.10, 140036, 119.20, 12502499, 8.20, 139668, 7.50, 114302
5000, -1.000000, 7.942416, 0.005048, 0.000025, 10, 6.00, 72130, 239.20, 6231838, 8.90, 140036, 119.80, 12502499, 8.60, 139431, 7.60, 114249
5000, -1.000000, 7.943442, -0.002991, 0.000009, 10, 5.80, 72179, 238.30, 6265688, 9.00, 140036, 118.80, 12502499, 8.10, 139253, 7.60, 114385
5000, -1.000000, 7.936659, 0.002345, 0.000006, 10, 6.10, 72222, 239.50, 6242644, 8.80, 140036, 119.00, 12502499, 8.20, 139392, 7.40, 114296
5000, -1.000000, 7.948324, -0.010136, 0.000103, 10, 6.10, 72069, 241.50, 6294798, 8.80, 140036, 121.00, 12502499, 8.10, 139525, 7.60, 114216
5000, -1.000000, 7.953744, -0.001250, 0.000002, 10, 7.30, 72147, 260.00, 6258323, 10.10, 140036, 123.60, 12502499, 8.70, 139244, 8.70, 114171
5000, -1.000000, 7.947712, -0.016970, 0.000288, 10, 7.80, 72142, 266.70, 6322238, 10.40, 140036, 125.80, 12502499, 9.20, 139303, 8.30, 114117
5000, -1.000000, 7.948050, 0.025760, 0.000664, 10, 8.20, 72071, 271.20, 6146530, 10.20, 140036, 128.80, 12502499, 9.30, 139553, 9.00, 114634
5000, -1.000000, 7.939908, -0.011041, 0.000122, 10, 8.70, 72026, 265.70, 6299492, 10.20, 140036, 126.30, 12502499, 8.60, 139699, 8.70, 114354
7500, -0.000000, 0.000000, -1.000000, 1.000000, 10, 7.80, 106981, 1186.90, 28124978, 14.20, 210034, 415.60, 28128749, 11.00, 197995, 13.70, 196236
7500, -0.000000, 0.000000, -1.000000, 1.000000, 10, 7.60, 106938, 1198.00, 28124992, 13.80, 210034, 411.20, 28128749, 10.90, 198277, 13.20, 196240
7500, -0.000000, 0.000000, -1.000000, 1.000000, 10, 7.70, 106945, 1182.00, 28125016, 13.90, 210034, 418.70, 28128749, 11.10, 198469, 13.10, 196288
7500, -0.000000, 0.000000, -1.000000, 1.000000, 10, 7.90, 106968, 1176.00, 28124984, 14.70, 210034, 411.20, 28128749, 10.70, 197811, 13.60, 196235
7500, -0.000000, 0.000000, -1.000000, 1.000000, 10, 7.90, 106908, 1190.00, 28125132, 15.00, 210034, 416.60, 28128749, 10.70, 198551, 14.30, 196351
7500, -0.000000, 0.000000, -1.000000, 1.000000, 10, 7.60, 106930, 1176.10, 28124914, 14.10, 210034, 411.00, 28128749, 10.90, 198098, 13.50, 196187
7500, -0.000000, 0.000000, -1.000000, 1.000000, 10, 8.30, 106942, 1177.20, 28124913, 14.20, 210034, 410.20, 28128749, 11.10, 197993, 14.20, 196173
7500, -0.000000, 0.000000, -1.000000, 1.000000, 10, 7.70, 106947, 1177.20, 28125042, 14.40, 210034, 417.20, 28128749, 10.90, 198482, 13.50, 196305
7500, -0.000000, 0.000000, -1.000000, 1.000000, 10, 7.80, 106955, 1179.30, 28125095, 14.20, 210034, 408.90, 28128749, 10.60, 198414, 13.60, 196355
7500, -0.000000, 0.000000, -1.000000, 1.000000, 10, 8.00, 106959, 1177.80, 28125016, 13.80, 210034, 415.60, 28128749, 10.70, 197920, 13.50, 196270
7500, -0.100000, 3.127550, -0.858023, 0.736204, 10, 8.10, 108253, 1062.80, 25375559, 14.40, 210034, 270.20, 28128749, 12.10, 209631, 15.00, 187841
7500, -0.100000, 2.875382, -0.886835, 0.786476, 10, 8.70, 108153, 1347.50, 25776649, 18.70, 210034, 319.40, 28128749, 14.20, 209146, 15.00, 188642
7500, -0.100000, 3.049609, -0.877225, 0.769523, 10, 8.40, 108129, 1330.50, 25606687, 15.70, 210034, 304.90, 28128749, 12.40, 209553, 12.40, 187935
7500, -0.100000, 2.919404, -0.884488, 0.782320, 10, 8.70, 108248, 1148.10, 25737559, 15.90, 210034, 277.10, 28128749, 11.90, 209130, 13.60, 188628
7500, -0.100000, 2.881763, -0.878743, 0.772189, 10, 8.50, 108092, 1073.80, 25702344, 14.50, 210034, 268.80, 28128749, 11.90, 208559, 14.30, 188659
7500, -0.100000, 3.086654, -0.866444, 0.750725, 10, 8.50, 108272, 1067.50, 25477122, 14.30, 210034, 270.20, 28128749, 11.90, 209593, 15.00, 187967
7500, -0.100000, 2.985389, -0.865942, 0.749856, 10, 8.10, 108092, 1070.00, 25555781, 14.50, 210034, 270.00, 28128749, 11.90, 208757, 14.20, 188213
7500, -0.100000, 3.061213, -0.851284, 0.724685, 10, 8.30, 108300, 1049.70, 25320111, 14.50, 210034, 269.70, 28128749, 11.80, 209523, 14.40, 187608
7500, -0.100000, 2.903856, -0.874577, 0.764886, 10, 7.90, 108191, 1093.10, 25613959, 14.30, 210034, 269.10, 28128749, 11.60, 209235, 14.20, 188601
7500, -0.100000, 3.080181, -0.867220, 0.752071, 10, 8.40, 108359, 1060.60, 25452798, 14.40, 210034, 274.40, 28128749, 12.10, 210111, 14.60, 187916
7500, -0.250000, 5.588252, -0.691251, 0.477828, 10, 8.90, 109644, 938.60, 22503127, 15.00, 210034, 268.50, 28128749, 12.70, 217069, 15.50, 180661
7500, -0.250000, 5.666456, -0.686721, 0.471585, 10, 8.40, 109514, 925.00, 22407696, 14.50, 210034, 268.50, 28128749, 12.90, 216366, 14.70, 180746
7500, -0.250000, 5.650906, -0.698180, 0.487455, 10, 8.80, 109657, 936.40, 22512506, 14.30, 210034, 269.00, 28128749, 12.70, 216729, 14.80, 181166
7500, -0.250000, 5.623563, -0.693808, 0.481370, 10, 9.20, 109608, 929.70, 22491651, 14.20, 210034, 268.80, 28128749, 12.70, 216328, 15.20, 181127
7500, -0.250000, 5.623640, -0.686348, 0.471073, 10, 9.50, 109501, 931.70, 22436820, 15.40, 210034, 270.00, 28128749, 12.80, 216633, 14.90, 181165
7500, -0.250000, 5.609150, -0.688231, 0.473662, 10, 9.50, 109548, 925.80, 22430310, 14.80, 210034, 269.90, 28128749, 12.90, 216780, 15.10, 180810
7500, -0.250000, 5.547249, -0.708810, 0.502411, 10, 8.70, 109502, 948.10, 22741637, 14.70, 210034, 270.40, 28128749, 12.70, 216470, 14.90, 181000
7500, -0.250000, 5.689303, -0.704921, 0.496914, 10, 9.30, 109555, 934.70, 22588042, 14.90, 210034, 268.60, 28128749, 13.00, 217021, 15.00, 180163
7500, -0.250000, 5.514741, -0.692239, 0.479195, 10, 8.60, 109561, 944.50, 22563781, 14.70, 210034, 268.20, 28128749, 12.70, 216541, 14.90, 181125
7500, -0.250000, 5.748793, -0.691129, 0.477659, 10, 8.60, 109739, 926.60, 22416969, 14.70, 210034, 271.00, 28128749, 13.10, 217030, 14.90, 180374
7500, -0.500000, 7.587577, -0.418599, 0.175225, 10, 9.50, 110969, 772.80, 18652433, 14.80, 210034, 270.70, 28128749, 13.40, 221028, 15.10, 174299
7500, -0.500000, 7.545446, -0.433723, 0.188116, 10, 9.60, 111114, 771.70, 18841872, 14.60, 210034, 267.80, 28128749, 13.40, 220601, 15.10, 175005
7500, -0.500000, 7.583519, -0.417387, 0.174212, 10, 9.00, 111108, 758.60, 18625784, 15.10, 210034, 270.50, 28128749, 13.70, 220635, 14.90, 174991
7500, -0.500000, 7.570948, -0.430184, 0.185059, 10, 9.10, 111083, 773.20, 18771708, 15.20, 210034, 274.10, 28128749, 13.70, 220990, 15.20, 174796
7500, -0.500000, 7.610765, -0.409167, 0.167418, 10, 9.30, 111085, 773.40, 18548826, 15.00, 210034, 273.90, 28128749, 13.60, 220482, 15.30, 174801
7500, -0.500000, 7.566082, -0.429727, 0.184665, 10, 9.30, 111045, 763.70, 18758762, 15.10, 210034, 267.60, 28128749, 13.50, 220910, 15.40, 174852
7500, -0.500000, 7.515082, -0.440806, 0.194310, 10, 9.30, 110961, 770.30, 18923595, 14.70, 210034, 269.70, 28128749, 13.30, 220631, 14.80, 174915
7500, -0.500000, 7.632768, -0.430905, 0.185679, 10, 9.30, 111142, 765.20, 18773514, 14.80, 210034, 268.40, 28128749, 13.30, 220438, 14.70, 174735
7500, -0.500000, 7.562784, -0.436609, 0.190627, 10, 9.50, 111030, 774.20, 18846729, 14.70, 210034, 268.50, 28128749, 13.40, 220428, 14.90, 174268
7500, -0.500000, 7.583988, -0.411247, 0.169124, 10, 9.80, 111152, 767.70, 18571363, 14.40, 210034, 269.50, 28128749, 13.60, 220459, 15.30, 175119
7500, -0.750000, 8.257551, -0.212713, 0.045247, 10, 9.90, 112054, 655.90, 16184703, 14.70, 210034, 270.10, 28128749, 13.70, 221459, 15.80, 171856
7500, -0.750000, 8.231883, -0.181827, 0.033061, 10, 9.50, 112000, 637.50, 15904809, 14.60, 210034, 268.60, 28128749, 13.50, 221239, 15.20, 172033
7500, -0.750000, 8.239534, -0.210628, 0.044364, 10, 9.40, 111911, 653.30, 16180591, 14.60, 210034, 271.60, 28128749, 13.40, 221575, 15.40, 172370
7500, -0.750000, 8.223392, -0.236210, 0.055795, 10, 10.30, 111807, 672.80, 16421819, 14.80, 210034, 274.90, 28128749, 15.40, 221802, 16.00, 172482
7500, -0.750000, 8.231629, -0.212899, 0.045326, 10, 9.50, 111929, 655.00, 16204222, 15.00, 210034, 269.80, 28128749, 13.90, 221546, 15.50, 172289
7500, -0.750000, 8.235525, -0.196609, 0.038655, 10, 9.40, 111890, 652.10, 16057751, 14.80, 210034, 267.90, 28128749, 13.60, 221009, 14.80, 172258
7500, -0.750000, 8.254729, -0.186986, 0.034964, 10, 9.70, 111910, 638.10, 15956166, 14.80, 210034, 268.10, 28128749, 13.50, 220832, 15.10, 172079
7500, -0.750000, 8.243592, -0.210162, 0.044168, 10, 9.80, 112012, 646.00, 16176191, 14.80, 210034, 269.50, 28128749, 13.80, 221311, 15.30, 172246
7500, -0.750000, 8.240365, -0.214479, 0.046001, 10, 9.60, 111914, 653.00, 16210344, 14.90, 210034, 269.00, 28128749, 13.70, 221391, 16.00, 172058
7500, -0.750000, 8.263965, -0.215300, 0.046354, 10, 9.30, 111909, 659.30, 16232181, 14.50, 210034, 268.10, 28128749, 13.30, 221099, 15.30, 172208
7500, -0.800000, 8.291712, -0.145507, 0.021172, 10, 9.30, 112120, 626.60, 15503166, 15.30, 210034, 270.60, 28128749, 13.60, 221098, 15.10, 172123
7500, -0.800000, 8.272235, -0.173655, 0.030156, 10, 9.50, 111948, 642.70, 15779074, 14.70, 210034, 270.00, 28128749, 13.70, 221080, 15.30, 171790
7500, -0.800000, 8.282391, -0.164155, 0.026947, 10, 9.80, 112040, 629.30, 15694854, 15.00, 210034, 269.30, 28128749, 14.20, 221346, 15.40, 171817
7500, -0.800000, 8.298250, -0.134191, 0.018007, 10, 9.60, 112168, 613.20, 15397236, 14.50, 210034, 267.40, 28128749, 13.50, 220892, 14.50, 172143
7500, -0.800000, 8.290093, -0.149168, 0.022251, 10, 9.80, 112079, 622.00, 15537411, 15.00, 210034, 272.40, 28128749, 14.30, 220971, 15.70, 171730
7500, -0.800000, 8.288019, -0.175762, 0.030892, 10, 10.00, 112054, 636.90, 15801141, 14.40, 210034, 269.30, 28128749, 14.00, 221286, 15.60, 172369
7500, -0.800000, 8.294816, -0.130469, 0.017022, 10, 9.50, 112079, 610.30, 15362827, 14.30, 210034, 268.60, 28128749, 13.30, 220764, 14.80, 172404
7500, -0.800000, 8.307922, -0.145891, 0.021284, 10, 9.60, 112183, 625.00, 15501431, 14.80, 210034, 268.80, 28128749, 13.80, 221170, 15.60, 171537
7500, -0.800000, 8.297070, -0.140479, 0.019734, 10, 10.00, 112171, 615.60, 15450951, 15.10, 210034, 268.30, 28128749, 13.60, 220793, 14.90, 172136
7500, -0.800000, 8.289834, -0.148277, 0.021986, 10, 9.30, 111980, 622.70, 15537909, 14.60, 210034, 269.20, 28128749, 13.60, 221264, 15.10, 171395
7500, -1.000000, 8.349558, 0.003720, 0.000014, 10, 10.00, 112559, 557.70, 14031093, 14.80, 210034, 269.50, 28128749, 13.10, 220483, 15.20, 171644
7500, -1.000000, 8.346511, -0.000616, 0.000000, 10, 10.20, 112552, 560.90, 14071928, 14.70, 210034, 268.50, 28128749, 13.30, 220520, 14.90, 171406
7500, -1.000000, 8.338175, -0.020387, 0.000416, 10, 9.60, 112446, 563.60, 14257682, 14.90, 210034, 268.50, 28128749, 13.60, 220762, 15.40, 171668
7500, -1.000000, 8.347354, 0.004556, 0.000021, 10, 10.20, 112481, 582.70, 14022904, 15.00, 210034, 268.90, 28128749, 13.50, 220487, 15.10, 171389
7500, -1.000000, 8.350684, -0.000885, 0.000001, 10, 11.00, 112521, 566.50, 14074828, 15.20, 210034, 275.80, 28128749, 14.80, 220391, 15.60, 171965
7500, -1.000000, 8.357257, -0.007198, 0.000052, 10, 9.40, 112437, 560.30, 14134336, 15.10, 210034, 271.80, 28128749, 13.40, 220852, 15.00, 171747
7500, -1.000000, 8.348230, -0.007487, 0.000056, 10, 9.30, 112556, 558.30, 14137718, 15.10, 210034, 268.50, 28128749, 13.50, 220639, 15.40, 171802
7500, -1.000000, 8.344292, -0.001502, 0.000002, 10, 9.50, 112435, 556.50, 14079456, 15.10, 210034, 268.80, 28128749, 13.70, 220624, 15.10, 171515
7500, -1.000000, 8.350905, 0.015287, 0.000234, 10, 9.40, 112560, 549.80, 13924753, 14.90, 210034, 268.80, 28128749, 13.40, 220146, 15.20, 171625
7500, -1.000000, 8.343612, -0.003008, 0.000009, 10, 9.60, 112408, 558.10, 14093614, 14.80, 210034, 271.00, 28128749, 13.40, 220528, 15.20, 171370
10000, -0.000000, 0.000000, -1.000000, 1.000000, 10, 11.20, 146719, 2274.60, 50000043, 20.70, 300038, 741.40, 50004999, 15.00, 273581, 21.80, 281713
10000, -0.000000, 0.000000, -1.000000, 1.000000, 10, 11.60, 146672, 2264.00, 50000016, 20.50, 300038, 757.80, 50004999, 14.90, 273539, 22.70, 281675
10000, -0.000000, 0.000000, -1.000000, 1.000000, 10, 11.30, 146694, 2273.90, 50000101, 20.80, 300038, 745.70, 50004999, 15.00, 273685, 22.80, 281765
10000, -0.000000, 0.000000, -1.000000, 1.000000, 10, 10.90, 146669, 2279.30, 50000104, 20.90, 300038, 744.70, 50004999, 14.90, 273750, 22.70, 281835
10000, -0.000000, 0.000000, -1.000000, 1.000000, 10, 11.70, 146679, 2271.60, 50000101, 20.90, 300038, 744.60, 50004999, 15.00, 273754, 22.90, 281807
10000, -0.000000, 0.000000, -1.000000, 1.000000, 10, 11.80, 146701, 2302.00, 50000038, 20.90, 300038, 774.60, 50004999, 15.10, 273645, 22.50, 281752
10000, -0.000000, 0.000000, -1.000000, 1.000000, 10, 12.10, 146743, 2338.80, 49999933, 20.60, 300038, 786.30, 50004999, 15.90, 273716, 22.70, 281616
10000, -0.000000, 0.000000, -1.000000, 1.000000, 10, 11.20, 146675, 2370.30, 49999993, 22.10, 300038, 801.00, 50004999, 15.60, 273474, 23.40, 281702
10000, -0.000000, 0.000000, -1.000000, 1.000000, 10, 11.90, 146718, 2371.20, 49999917, 21.50, 300038, 796.10, 50004999, 15.80, 274014, 23.00, 281617
10000, -0.000000, 0.000000, -1.000000, 1.000000, 10, 13.20, 146675, 2511.10, 49999954, 21.70, 300038, 839.00, 50004999, 17.40, 273494, 24.00, 281638
10000, -0.100000, 3.078704, -0.869648, 0.756288, 10, 12.80, 148416, 2193.60, 45421617, 21.50, 300038, 530.00, 50004999, 18.60, 289926, 21.90, 270827
10000, -0.100000, 3.005748, -0.882265, 0.778392, 10, 12.80, 148332, 2207.10, 45740056, 21.80, 300038, 519.30, 50004999, 17.30, 289871, 22.30, 271269
10000, -0.100000, 3.082813, -0.873410, 0.762845, 10, 20.60, 148438, 3575.00, 45478869, 29.30, 300038, 898.50, 50004999, 27.80, 289955, 29.40, 270970
10000, -0.100000, 2.970978, -0.873734, 0.763410, 10, 20.70, 148410, 3810.80, 45600206, 30.60, 300038, 882.50, 50004999, 30.60, 289470, 29.40, 271440
10000, -0.100000, 3.146912, -0.863527, 0.745679, 10, 20.20, 148508, 2986.80, 45255810, 26.10, 300038, 745.30, 50004999, 27.30, 290052, 26.80, 271056
10000, -0.100000, 3.079495, -0.863956, 0.746421, 10, 14.50, 148492, 2437.30, 45281472, 24.40, 300038, 588.10, 50004999, 19.80, 290545, 23.70, 271186
10000, -0.100000, 3.110901, -0.880591, 0.775441, 10, 12.70, 148395, 2229.30, 45580171, 21.70, 300038, 545.30, 50004999, 18.00, 290360, 22.80, 270749
10000, -0.100000, 3.171586, -0.871640, 0.759757, 10, 12.70, 148591, 2165.30, 45403986, 21.90, 300038, 528.40, 50004999, 17.90, 290346, 22.60, 270483
10000, -0.100000, 3.125651, -0.875277, 0.766110, 10, 13.40, 148431, 2189.50, 45464609, 21.60, 300038, 533.90, 50004999, 18.20, 290371, 22.00, 270492
10000, -0.100000, 3.217973, -0.873067, 0.762246, 10, 12.90, 148487, 2184.70, 45397859, 21.70, 300038, 554.10, 50004999, 18.20, 290453, 22.40, 270631
10000, -0.250000, 5.904080, -0.690603, 0.476932, 10, 14.50, 150358, 1939.80, 39851570, 22.00, 300038, 534.20, 50004999, 20.30, 300055, 21.10, 260259
10000, -0.250000, 5.881283, -0.693073, 0.480351, 10, 14.10, 150400, 1902.10, 39949167, 21.70, 300038, 532.20, 50004999, 19.70, 299802, 21.30, 260830
10000, -0.250000, 5.758670, -0.694278, 0.482022, 10, 15.70, 150245, 1902.50, 40047481, 22.10, 300038, 530.80, 50004999, 21.20, 299540, 22.10, 261005
10000, -0.250000, 5.742478, -0.699197, 0.488876, 10, 14.30, 150159, 1923.30, 40191292, 21.70, 300038, 531.90, 50004999, 19.60, 299823, 21.90, 261328
10000, -0.250000, 5.760065, -0.705676, 0.497978, 10, 14.40, 150082, 1930.90, 40342431, 21.50, 300038, 531.80, 50004999, 19.80, 299452, 20.70, 261847
10000, -0.250000, 5.813661, -0.701632, 0.492287, 10, 14.40, 150069, 1917.80, 40175054, 21.80, 300038, 535.50, 50004999, 19.70, 299800, 21.10, 261205
10000, -0.250000, 5.837023, -0.700149, 0.490208, 10, 13.80, 150233, 1930.70, 40189930, 22.10, 300038, 538.10, 50004999, 20.60, 299496, 20.50, 260888
10000, -0.250000, 5.909407, -0.689775, 0.475789, 10, 15.70, 150153, 1956.60, 39971059, 22.20, 300038, 547.40, 50004999, 20.60, 299488, 22.00, 261061
10000, -0.250000, 5.790547, -0.695218, 0.483328, 10, 14.50, 150166, 1909.30, 40092432, 21.80, 300038, 534.50, 50004999, 19.50, 299387, 21.10, 261287
10000, -0.250000, 5.835246, -0.695300, 0.483442, 10, 14.10, 150070, 1924.80, 40042776, 21.80, 300038, 540.20, 50004999, 19.70, 299392, 20.10, 260905
10000, -0.500000, 7.854968, -0.425055, 0.180672, 10, 15.00, 152283, 1583.90, 33287443, 21.80, 300038, 533.90, 50004999, 20.70, 305280, 20.80, 252672
10000, -0.500000, 7.829052, -0.431147, 0.185888, 10, 14.90, 152217, 1674.80, 33422506, 23.10, 300038, 559.00, 50004999, 21.50, 304619, 20.80, 253035
10000, -0.500000, 7.853015, -0.431239, 0.185967, 10, 15.00, 152250, 1733.20, 33386587, 24.20, 300038, 584.80, 50004999, 22.60, 305164, 21.30, 252929
10000, -0.500000, 7.879025, -0.430177, 0.185052, 10, 15.20, 152247, 1709.40, 33345048, 25.50, 300038, 576.40, 50004999, 21.80, 305182, 21.00, 252631
10000, -0.500000, 7.891920, -0.431483, 0.186177, 10, 15.60, 152216, 1684.10, 33359483, 23.70, 300038, 573.00, 50004999, 22.00, 305098, 21.50, 252894
10000, -0.500000, 7.843756, -0.414467, 0.171783, 10, 14.80, 152273, 1604.30, 33092215, 22.60, 300038, 541.20, 50004999, 21.10, 304665, 20.20, 252766
10000, -0.500000, 7.858875, -0.440969, 0.194454, 10, 15.30, 152160, 1708.90, 33552501, 24.20, 300038, 573.60, 50004999, 21.90, 304975, 21.40, 252978
10000, -0.500000, 7.867560, -0.407571, 0.166114, 10, 14.70, 152424, 1682.30, 32961691, 24.10, 300038, 573.40, 50004999, 21.70, 305048, 21.30, 252560
10000, -0.500000, 7.841534, -0.431111, 0.185857, 10, 15.40, 152170, 1842.60, 33453188, 25.60, 300038, 619.10, 50004999, 23.80, 305249, 22.90, 253256
10000, -0.500000, 7.838231, -0.457487, 0.209295, 10, 17.10, 152007, 1783.10, 33822637, 26.40, 300038, 590.40, 50004999, 25.70, 305209, 22.50, 252611
10000, -0.750000, 8.532286, -0.188897, 0.035682, 10, 14.70, 153618, 1359.10, 28376965, 22.80, 300038, 549.90, 50004999, 21.30, 305832, 20.30, 249626
10000, -0.750000, 8.517658, -0.225930, 0.051045, 10, 14.80, 153424, 1367.40, 28999886, 22.70, 300038, 542.10, 50004999, 20.70, 306010, 20.60, 249747
10000, -0.750000, 8.535614, -0.190140, 0.036153, 10, 15.20, 153479, 1334.70, 28383619, 22.00, 300038, 535.60, 50004999, 20.80, 306109, 21.10, 249192
10000, -0.750000, 8.518189, -0.210817, 0.044444, 10, 15.20, 153500, 1353.40, 28760373, 22.20, 300038, 539.90, 50004999, 21.10, 305885, 20.60, 249054
10000, -0.750000, 8.534552, -0.172726, 0.029834, 10, 15.00, 153438, 1347.20, 28110487, 22.70, 300038, 550.40, 50004999, 21.00, 305404, 20.60, 249769
10000, -0.750000, 8.516895, -0.173608, 0.030140, 10, 14.80, 153580, 1328.80, 28129924, 22.30, 300038, 540.20, 50004999, 21.00, 305458, 20.30, 249987
10000, -0.750000, 8.531597, -0.205920, 0.042403, 10, 15.00, 153388, 1349.80, 28653302, 23.00, 300038, 539.00, 50004999, 21.20, 305951, 20.50, 249484
10000, -0.750000, 8.502910, -0.188535, 0.035545, 10, 15.20, 153486, 1322.50, 28380448, 22.30, 300038, 532.60, 50004999, 20.80, 306057, 20.10, 249429
10000, -0.750000, 8.530335, -0.191730, 0.036760, 10, 14.70, 153393, 1341.90, 28435278, 22.50, 300038, 538.50, 50004999, 21.00, 305690, 20.40, 250008
10000, -0.750000, 8.522973, -0.199715, 0.039886, 10, 15.80, 153428, 1336.70, 28567676, 22.60, 300038, 535.70, 50004999, 20.80, 306137, 20.30, 249438
10000, -0.800000, 8.572417, -0.174596, 0.030484, 10, 14.30, 153431, 1333.90, 28069895, 22.80, 300038, 545.00, 50004999, 21.40, 306329, 20.80, 249751
10000, -0.800000, 8.567924, -0.167069, 0.027912, 10, 15.00, 153590, 1323.90, 27921648, 22.90, 300038, 538.70, 50004999, 20.70, 305888, 20.50, 249025
10000, -0.800000, 8.578055, -0.163851, 0.026847, 10, 15.30, 153647, 1309.10, 27879654, 22.60, 300038, 545.10, 50004999, 21.10, 305726, 20.50, 248781
10000, -0.800000, 8.577646, -0.154641, 0.023914, 10, 15.30, 153673, 1308.00, 27721830, 23.10, 300038, 546.20, 50004999, 21.40, 305426, 20.40, 248969
10000, -0.800000, 8.565638, -0.164535, 0.027072, 10, 15.20, 153547, 1436.50, 27920465, 24.00, 300038, 594.10, 50004999, 22.80, 305789, 21.40, 249389
10000, -0.800000, 8.577493, -0.151971, 0.023095, 10, 16.40, 153579, 1473.20, 27680695, 25.40, 300038, 609.20, 50004999, 24.80, 305848, 22.30, 249286
10000, -0.800000, 8.584098, -0.161147, 0.025968, 10, 15.60, 153745, 1427.30, 27811583, 25.00, 300038, 589.40, 50004999, 22.70, 306012, 21.60, 249046
10000, -0.800000, 8.573644, -0.179475, 0.032211, 10, 15.30, 153491, 1428.90, 28163029, 24.60, 300038, 588.60, 50004999, 22.50, 305429, 21.60, 249314
10000, -0.800000, 8.577097, -0.142498, 0.020306, 10, 15.60, 153642, 1377.90, 27495452, 24.50, 300038, 578.90, 50004999, 22.10, 305784, 21.10, 248992
10000, -0.800000, 8.570234, -0.161155, 0.025971, 10, 15.20, 153579, 1433.80, 27833698, 25.00, 300038, 589.90, 50004999, 22.30, 305551, 21.20, 249314
10000, -1.000000, 8.633622, 0.012374, 0.000153, 10, 15.00, 154267, 1223.00, 24799496, 23.80, 300038, 571.40, 50004999, 22.00, 305007, 21.30, 248906
10000, -1.000000, 8.650899, 0.002025, 0.000004, 10, 15.40, 154274, 1239.60, 24971821, 23.90, 300038, 581.50, 50004999, 22.20, 304193, 21.20, 248603
10000, -1.000000, 8.633022, -0.011233, 0.000126, 10, 15.40, 154208, 1252.80, 25192827, 24.30, 300038, 575.80, 50004999, 22.40, 304651, 21.50, 248456
10000, -1.000000, 8.642107, 0.008836, 0.000078, 10, 15.60, 154319, 1226.50, 24858940, 24.70, 300038, 574.00, 50004999, 21.80, 304606, 21.30, 248922
10000, -1.000000, 8.641138, 0.005588, 0.000031, 10, 15.00, 154250, 1205.10, 24909744, 23.90, 300038, 561.80, 50004999, 21.90, 304617, 21.20, 248256
10000, -1.000000, 8.631402, 0.010562, 0.000112, 10, 14.90, 154282, 1201.10, 24829478, 23.60, 300038, 563.20, 50004999, 21.80, 304731, 21.00, 249037
10000, -1.000000, 8.633412, -0.005194, 0.000027, 10, 15.70, 154160, 1228.90, 25091121, 23.70, 300038, 574.40, 50004999, 21.80, 304616, 21.50, 248205
10000, -1.000000, 8.646172, -0.013211, 0.000175, 10, 15.40, 154143, 1224.60, 25224620, 24.10, 300038, 562.30, 50004999, 22.10, 304906, 21.30, 249054
10000, -1.000000, 8.648037, 0.015790, 0.000249, 10, 15.50, 154172, 1212.60, 24740438, 23.50, 300038, 552.80, 50004999, 21.50, 304442, 21.00, 248822
10000, -1.000000, 8.637379, -0.005811, 0.000034, 10, 15.30, 154276, 1142.00, 25101573, 22.20, 300038, 518.10, 50004999, 20.00, 304759, 20.50, 248886
100, 0.000000, 0.000000, 1.000000, 1.000000, 10, 0.00, 934, 0.00, 99, 0.00, 1618, 0.10, 5049, 0.10, 863, 0.10, 720
100, 0.000000, 0.000000, 1.000000, 1.000000, 10, 0.00, 941, 0.00, 99, 0.10, 1618, 0.10, 5049, 0.10, 849, 0.00, 720
100, 0.000000, 0.000000, 1.000000, 1.000000, 10, 0.10, 940, 0.00, 99, 0.10, 1618, 0.10, 5049, 0.00, 849, 0.10, 720
100, 0.000000, 0.000000, 1.000000, 1.000000, 10, 0.00, 936, 0.00, 99, 0.00, 1618, 0.20, 5049, 0.00, 843, 0.20, 720
