100, 0.000000, 0.000000, 1.000000, 5, 0.000000, 0.000000, 0.000000, 0.200000, 0.000000, 0.000000
100, 0.000000, 0.000000, 1.000000, 5, 0.000000, 0.000000, 0.000000, 0.200000, 0.000000, 0.000000
100, 0.000000, 0.000000, 1.000000, 5, 0.200000, 0.000000, 0.000000, 0.000000, 0.000000, 0.200000
100, 0.000000, 0.000000, 1.000000, 5, 0.000000, 0.000000, 0.200000, 0.000000, 0.000000, 0.000000
100, 0.000000, 0.000000, 1.000000, 5, 0.000000, 0.200000, 0.000000, 0.000000, 0.000000, 0.200000
100, 0.010000, 0.000000, 1.000000, 5, 0.200000, 0.000000, 0.000000, 0.200000, 0.200000, 0.000000
100, 0.010000, 0.195670, 0.995301, 5, 0.000000, 0.000000, 0.200000, 0.200000, 0.000000, 0.000000
100, 0.010000, 0.000000, 1.000000, 5, 0.200000, 0.000000, 0.200000, 0.000000, 0.000000, 0.000000
100, 0.010000, 0.195670, 0.907003, 5, 0.200000, 0.000000, 0.000000, 0.000000, 0.000000, 0.200000
100, 0.010000, 0.000000, 1.000000, 5, 0.200000, 0.000000, 0.000000, 0.200000, 0.200000, 0.000000
100, 0.100000, 2.213192, 0.605754, 5, 0.000000, 0.200000, 0.000000, 0.000000, 0.000000, 0.200000
100, 0.100000, 1.879935, 0.444364, 5, 0.000000, 0.200000, 0.200000, 0.200000, 0.000000, 0.200000
100, 0.100000, 1.752802, 0.902620, 5, 0.000000, 0.000000, 0.000000, 0.400000, 0.000000, 0.000000
100, 0.100000, 1.234711, 0.906889, 5, 0.200000, 0.000000, 0.000000, 0.200000, 0.000000, 0.200000
100, 0.100000, 1.026719, 0.926884, 5, 0.000000, 0.000000, 0.000000, 0.200000, 0.000000, 0.400000
100, 0.250000, 2.810260, 0.536652, 5, 0.000000, 0.200000, 0.000000, 0.200000, 0.000000, 0.200000
100, 0.250000, 3.014376, 0.403509, 5, 0.200000, 0.000000, 0.000000, 0.000000, 0.200000, 0.400000
100, 0.250000, 3.034175, 0.314797, 5, 0.200000, 0.000000, 0.000000, 0.200000, 0.200000, 0.000000
100, 0.250000, 3.239801, 0.374487, 5, 0.000000, 0.200000, 0.000000, 0.000000, 0.400000, 0.000000
100, 0.250000, 2.817567, 0.633144, 5, 0.200000, 0.000000, 0.200000, 0.000000, 0.000000, 0.000000
100, 0.330000, 3.698734, 0.337006, 5, 0.000000, 0.000000, 0.000000, 0.000000, 0.400000, 0.200000
100, 0.330000, 3.530366, 0.226408, 5, 0.000000, 0.200000, 0.000000, 0.200000, 0.200000, 0.000000
100, 0.330000, 3.553508, 0.298084, 5, 0.000000, 0.200000, 0.200000, 0.200000, 0.200000, 0.000000
100, 0.330000, 3.147418, 0.502367, 5, 0.000000, 0.200000, 0.000000, 0.000000, 0.400000, 0.000000
100, 0.330000, 3.134940, 0.364261, 5, 0.000000, 0.000000, 0.000000, 0.000000, 0.200000, 0.200000
100, 0.500000, 3.626043, 0.094420, 5, 0.400000, 0.400000, 0.200000, 0.000000, 0.000000, 0.000000
100, 0.500000, 3.830036, 0.148714, 5, 0.000000, 0.200000, 0.200000, 0.000000, 0.200000, 0.200000
100, 0.500000, 3.684871, 0.152843, 5, 0.200000, 0.000000, 0.000000, 0.000000, 0.400000, 0.200000
100, 0.500000, 3.698304, 0.341564, 5, 0.200000, 0.000000, 0.200000, 0.000000, 0.200000, 0.200000
100, 0.500000, 3.796718, 0.360346, 5, 0.000000, 0.200000, 0.200000, 0.000000, 0.200000, 0.200000
100, 0.670000, 3.856300, 0.057756, 5, 0.200000, 0.200000, 0.000000, 0.000000, 0.200000, 0.200000
100, 0.670000, 4.081776, 0.012495, 5, 0.000000, 0.200000, 0.000000, 0.200000, 0.200000, 0.200000
100, 0.670000, 3.831280, 0.063880, 5, 0.200000, 0.000000, 0.000000, 0.200000, 0.000000, 0.000000
100, 0.670000, 3.848541, 0.057652, 5, 0.000000, 0.200000, 0.200000, 0.000000, 0.400000, 0.200000
100, 0.670000, 3.932682, 0.109906, 5, 0.000000, 0.200000, 0.000000, 0.000000, 0.200000, 0.200000
100, 0.800000, 4.102435, 0.046246, 5, 0.000000, 0.200000, 0.000000, 0.200000, 0.400000, 0.000000
