N,P,entropy,rsquared,cycles,heap sort,insertion sort,merge sort,selection sort,smooth sort,tim sort
100, 1.000000, 4.055614, 0.000156, 1, 1.000000, 0.000000, 0.000000, 1.000000, 1.000000, 1.000000
100, 1.000000, 3.989697, 0.015014, 1, 0.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.000000
100, 1.000000, 4.097203, 0.017027, 1, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
100, 1.000000, 4.093805, 0.020239, 1, 0.000000, 1.000000, 0.000000, 0.000000, 1.000000, 0.000000
